TITULAR;UNIDAD;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ACCIDENTE;CATEGORIA;FECHA_ACCIDENTE;FECHA_FALLECIMIENTO
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;28/10/2011;29/10/2011
MINERA SUYAMARCA S.A.C.;PALLANCATA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;10/11/2011;10/11/2011
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;15/12/2011;15/12/2011
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;23/12/2011;23/12/2011
MINERA SHUNTUR S.A.C.;SHUNTUR;ANCASH;HUARAZ;PIRA;DESPRENDIMIENTO DE ROCAS;Sin Categoría;23/12/2011;24/12/2011
MINERA PAMPA DE COBRE S.A.C.;MINAS DE COBRE CHAPI;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;GOLPES POR HERRAMIENTAS;Gran y Mediana Minería;5/01/2012;5/01/2012
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;14/01/2012;14/01/2012
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;5/02/2012;5/02/2012
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;8/02/2012;8/02/2012
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;GOLPES POR HERRAMIENTAS;Gran y Mediana Minería;11/02/2012;11/02/2012
ESPA GARCES-ALVEAR FERNANDO SALCEDO;VALENTINO 05;ICA;ICA;SAN JOSE DE LOS MOLINOS;DESPRENDIMIENTO DE ROCAS;Sin Categoría;22/02/2012;23/02/2012
MINERA BATEAS S.A.C.;SAN CRISTOBAL;AREQUIPA;CAYLLOMA;CAYLLOMA;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Gran y Mediana Minería;26/02/2012;26/02/2012
MINERA SHUNTUR S.A.C.;SHUNTUR;ANCASH;HUARAZ;PIRA;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;28/02/2012;28/02/2012
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;MALLAY;LIMA;OYON;OYON;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;1/03/2012;1/03/2012
COMPAÑIA MINERA COIMOLACHE S.A.;ACUMULACION TANTAHUATAY;CAJAMARCA;SAN MIGUEL;CATILLUC;OTROS TIPOS - AHOGAMIENTO POR INUNDACION;Gran y Mediana Minería;3/03/2012;3/03/2012
CATALINA HUANCA SOCIEDAD MINERA S.A.C.;CATALINA HUANCA;AYACUCHO;VICTOR FAJARDO;CANARIA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;9/03/2012;9/03/2012
CATALINA HUANCA SOCIEDAD MINERA S.A.C.;CATALINA HUANCA;AYACUCHO;VICTOR FAJARDO;CANARIA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;9/03/2012;9/03/2012
CATALINA HUANCA SOCIEDAD MINERA S.A.C.;CATALINA HUANCA;AYACUCHO;VICTOR FAJARDO;CANARIA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;9/03/2012;9/03/2012
AMG-AUPLATA MINING GROUP PERU S.A.C.;SANDRA Nº 105;AREQUIPA;CAYLLOMA;CAYLLOMA;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;11/03/2012;11/03/2012
MINERIA Y EXPORTACIONES S.A.C.;EL INKA;ICA;NASCA;VISTA ALEGRE;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Sin Categoría;14/03/2012;15/03/2012
COMPAÑIA MINERA ARCASEL S.A.C;CERES 1;AREQUIPA;LA UNION;HUAYNACOTAS;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;17/03/2012;17/03/2012
MINERA COLQUISIRI S.A.;MARIA TERESA;LIMA;HUARAL;HUARAL;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;22/03/2012;22/03/2012
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;CUAJONE 1;MOQUEGUA;MARISCAL NIETO;TORATA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;23/04/2012;23/04/2012
MINERA SUYAMARCA S.A.C.;ACUMULACION PALLANCATA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;GOLPES POR HERRAMIENTAS;Gran y Mediana Minería;26/04/2012;29/04/2012
SOCIEDAD MINERA EL BROCAL S.A.A.;COLQUIJIRCA Nº 2;PASCO;PASCO;TINYAHUARCO;CAÍDAS DE PERSONAS;Gran y Mediana Minería;20/05/2012;20/05/2012
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;21/05/2012;21/05/2012
CATALINA HUANCA SOCIEDAD MINERA S.A.C.;CATALINA HUANCA;AYACUCHO;VICTOR FAJARDO;CANARIA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;26/05/2012;26/05/2012
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;CAÍDAS DE PERSONAS;Gran y Mediana Minería;26/05/2012;26/05/2012
COMPAÑIA MINERA VICHAYCOCHA S.A.C.;RONDONI;HUANUCO;AMBO;CAYNA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;1/06/2012;1/06/2012
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;11/06/2012;11/06/2012
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;CAÍDAS DE PERSONAS;Gran y Mediana Minería;14/07/2012;14/07/2012
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;20/07/2012;20/07/2012
S & L ANDES EXPORT S.A.C.;SANTA ELENA;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;ATRAPADO EN CHUTES O TOLVAS Y OTROS DURANTE DESATORO;Pequeña Minería;20/07/2012;21/07/2012
COMPAÑIA MINERA ARGENTUM S.A.;MOROCOCHA;JUNIN;YAULI;MOROCOCHA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;22/07/2012;22/07/2012
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;24/07/2012;24/07/2012
CORPORACION MINERA CASTROVIRREYNA S.A. EN LIQUIDACION;N 1 RELIQUIAS;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;5/08/2012;6/08/2012
COMPAÑIA MINERA ARES S.A.C.;ACUMULACION ARCATA;AREQUIPA;CONDESUYOS;CAYARANI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;23/08/2012;23/08/2012
MINERA VETA DORADA S.A.C.;HDA.DE BENEFICIO METALEX;AYACUCHO;LUCANAS;SAISA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;23/08/2012;23/08/2012
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;TOQUEPALA 1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;25/08/2012;25/08/2012
MINERA SUYAMARCA S.A.C.;ACUMULACION PALLANCATA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;30/08/2012;30/08/2012
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;1/09/2012;1/09/2012
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;7/09/2012;7/09/2012
CORPORACION MINERA CASTROVIRREYNA S.A. EN LIQUIDACION;N 1 RELIQUIAS;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;9/09/2012;9/09/2012
MINERA TUNGSTENO MALAGA DEL PERU S.A.;EL SAUCO;ANCASH;PALLASCA;PAMPAS;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;30/09/2012;1/10/2012
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;CUAJONE 1;MOQUEGUA;MARISCAL NIETO;TORATA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;3/10/2012;3/10/2012
COMPAÑIA MINERA SANTA LUISA S.A.;BERLIN;ANCASH;BOLOGNESI;PACLLON;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;10/10/2012;10/10/2012
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;11/10/2012;12/10/2012
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;16/10/2012;16/10/2012
POROMA S.A.C.;CHALCO I;ICA;NASCA;MARCONA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Gran y Mediana Minería;18/10/2012;18/10/2012
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;19/10/2012;19/10/2012
APUMAYO S.A.C.;APURIMAC 41;AYACUCHO;LUCANAS;CHAVIÑA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;24/10/2012;24/10/2012
SOCIEDAD MINERA EL BROCAL S.A.A.;COLQUIJIRCA Nº 2;PASCO;PASCO;TINYAHUARCO;CAÍDAS DE PERSONAS;Gran y Mediana Minería;16/11/2012;17/11/2012
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/11/2012;20/11/2012
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;21/11/2012;21/11/2012
COMPAÑIA MINERA PODEROSA S.A.;LIBERTAD;LA LIBERTAD;PATAZ;PATAZ;ATRAPADO EN CHUTES O TOLVAS Y OTROS DURANTE DESATORO;Gran y Mediana Minería;27/11/2012;27/11/2012
MINERA VICUS S.A.C.;CAPACHO DE ORO I;LIMA;BARRANCA;SUPE;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Pequeña Minería;6/12/2012;7/12/2012
COMPAÑIA MINERA ARES S.A.C.;ARES;AREQUIPA;CASTILLA;ORCOPAMPA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;12/12/2012;12/12/2012
MINERA ENPROYEC  SAC;SAMSARA;ICA;PISCO;HUMAY;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Gran y Mediana Minería;16/12/2012;16/12/2012
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;19/12/2012;19/12/2012
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;OTROS TIPOS - AHOGAMIENTO POR INUNDACION;Gran y Mediana Minería;1/01/2013;1/01/2013
MINERA CHINALCO PERU S.A.;TOROMOCHO;JUNIN;YAULI;MOROCOCHA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;20/01/2013;20/01/2013
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;25/01/2013;25/01/2013
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;25/01/2013;26/01/2013
RIO TINTO MINERA PERU LIMITADA SAC;LA GRANJA;CAJAMARCA;CHOTA;QUEROCOTO;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;2/02/2013;2/02/2013
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;QUIRUVILCA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;4/02/2013;4/02/2013
COMPAÑIA MINERA ARES S.A.C.;ARES;AREQUIPA;CASTILLA;ORCOPAMPA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;5/02/2013;5/02/2013
UNIDAD MINERA SAN LORENZO S.A.C.;AZABACHE I;LIMA;OYON;OYON;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Sin Categoría;7/02/2013;7/02/2013
UNIDAD MINERA SAN LORENZO S.A.C.;AZABACHE I;LIMA;OYON;OYON;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Sin Categoría;7/02/2013;7/02/2013
MINERA AGUILA DE ORO S.A.C.;EL HALCON;ANCASH;SIHUAS;CASHAPAMPA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;14/02/2013;14/02/2013
CORPORACION MINERA CASTROVIRREYNA S.A. EN LIQUIDACION;N 1 RELIQUIAS;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;8/03/2013;8/03/2013
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;10/03/2013;23/03/2013
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;MALLAY;LIMA;OYON;OYON;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;14/03/2013;14/03/2013
COMPAÑIA MINERA LOS CHUNCHOS S.A.C.;YAUYINAZO;LIMA;YAUYOS;MIRAFLORES;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;23/03/2013;23/03/2013
PAN AMERICAN SILVER HUARON S.A.;HUARON;PASCO;PASCO;HUAYLLAY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;25/03/2013;25/03/2013
COMPAÑIA MINERA SANTA LUISA S.A.;SANTA LUISA;ANCASH;BOLOGNESI;HUALLANCA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;6/04/2013;13/04/2013
LA ARENA S.A.;ACUMULACION LA ARENA;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;9/04/2013;9/04/2013
SOCIEDAD MINERA CORONA S.A.;ACUMULACION YAURICOCHA;LIMA;YAUYOS;LARAOS;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;13/04/2013;13/04/2013
MINERA BARRICK MISQUICHILCA S.A.;ACUMULACION ALTO CHICAMA;LA LIBERTAD;OTUZCO;USQUIL;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/04/2013;20/04/2013
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;ACARREO Y TRANSPORTE;Gran y Mediana Minería;21/04/2013;21/04/2013
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;26/04/2013;26/04/2013
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;PORACOTA;AREQUIPA;CONDESUYOS;CAYARANI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;15/05/2013;15/05/2013
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;3/06/2013;3/06/2013
CEDIMIN S.A.C. COMPAÑIA DE EXPLORACIONES DESARROLLO E INVERSIONES MINERAS SAC.;CHAQUELLE;AREQUIPA;CASTILLA;CHOCO;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;6/06/2013;6/06/2013
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;20/06/2013;20/06/2013
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;CAÍDAS DE PERSONAS;Gran y Mediana Minería;30/06/2013;30/06/2013
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;ACARREO Y TRANSPORTE;Gran y Mediana Minería;13/07/2013;13/07/2013
COMPAÑIA MINERA CHUNGAR S.A.C.;PALLANGA;JUNIN;YAULI;SANTA BARBARA DE CARHUACAYAN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;14/07/2013;14/07/2013
SOCIEDAD MINERA CORONA S.A.;ACUMULACION YAURICOCHA;LIMA;YAUYOS;LARAOS;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;16/07/2013;16/07/2013
MINERA CHINALCO PERU S.A.;TOROMOCHO;JUNIN;YAULI;MOROCOCHA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;29/07/2013;29/07/2013
CORI PUNO S.A.C.;CARTAGENA;PUNO;SANDIA;QUIACA;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Pequeña Minería;5/08/2013;5/08/2013
CORI PUNO S.A.C.;CARTAGENA;PUNO;SANDIA;QUIACA;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Pequeña Minería;5/08/2013;5/08/2013
TREVALI PERU S.A.C.;UNIDAD SANTANDER;LIMA;HUARAL;SANTA CRUZ DE ANDAMARCA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;8/08/2013;8/08/2013
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;9/08/2013;9/08/2013
INVERSIONES MINERALES   S.A.C.;JIMENA Nº 1;AREQUIPA;CONDESUYOS;YANAQUIHUA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;8/09/2013;8/09/2013
INVERSIONES MINERALES   S.A.C.;JIMENA Nº 1;AREQUIPA;CONDESUYOS;YANAQUIHUA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;8/09/2013;8/09/2013
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;13/09/2013;13/09/2013
MINERA LAS BAMBAS S.A.;FERROBAMBA;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;19/09/2013;19/09/2013
COMPAÑIA MINERA ARES S.A.C.;ACUMULACION AZUCA;APURIMAC;ANTABAMBA;OROPESA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;21/09/2013;21/09/2013
CORPORACION MINERA CASTROVIRREYNA S.A. EN LIQUIDACION;N 1 RELIQUIAS;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;14/10/2013;14/10/2013
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;20/10/2013;20/10/2013
ANALYTICA MINERAL SERVICES S.A.C.;ORION DE CHALA;AREQUIPA;CARAVELI;ATIQUIPA;DESPRENDIMIENTO DE ROCAS;Pequeña Minería;3/11/2013;3/11/2013
ANALYTICA MINERAL SERVICES S.A.C.;ORION DE CHALA;AREQUIPA;CARAVELI;ATIQUIPA;DESPRENDIMIENTO DE ROCAS;Pequeña Minería;3/11/2013;3/11/2013
GOLD FIELDS LA CIMA S.A.;CAROLINA Nº1;CAJAMARCA;HUALGAYOC;HUALGAYOC;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;19/11/2013;19/11/2013
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;21/11/2013;21/11/2013
MINERA LAS BAMBAS S.A.;FERROBAMBA;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;CAÍDAS DE PERSONAS;Gran y Mediana Minería;5/12/2013;5/12/2013
ARASI S.A.C.;ACUMULACION ANDRES;PUNO;LAMPA;OCUVIRI;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;30/12/2013;30/12/2013
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;3/01/2014;3/01/2014
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;CHAQUELLE 29;AREQUIPA;CAYLLOMA;TAPAY;CAÍDAS DE PERSONAS;Gran y Mediana Minería;3/01/2014;3/01/2014
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;11/01/2014;11/01/2014
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;13/01/2014;14/01/2014
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;21/01/2014;21/01/2014
TITAN CONTRATISTAS GENERALES S.A.C.;ORIENTE Nº 1;PUNO;SAN ANTONIO DE PUTINA;ANANEA;DESPRENDIMIENTO DE ROCAS;Sin Categoría;29/01/2014;29/01/2014
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;8/02/2014;8/02/2014
COMPAÑIA MINERA SANTA LUISA S.A.;SANTA LUISA;ANCASH;BOLOGNESI;HUALLANCA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;17/03/2014;17/03/2014
CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.;LAS AGUILAS;PUNO;LAMPA;OCUVIRI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;25/04/2014;25/04/2014
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;ACUMULACION CUAJONE;MOQUEGUA;MARISCAL NIETO;TORATA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;19/05/2014;20/05/2014
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;1/06/2014;2/06/2014
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;TOQUEPALA 1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/06/2014;7/06/2014
MINERA VETA DORADA S.A.C.;HDA.DE BENEFICIO METALEX;AYACUCHO;LUCANAS;SAISA;ATRAPADO EN CHUTES O TOLVAS Y OTROS DURANTE DESATORO;Gran y Mediana Minería;23/06/2014;23/06/2014
